name,lon,lat,correlation,rmse
scott_base_663a_new_zealand_uhslc,166.75,-77.85,0.742033606,0.059524962
seattle_usa_noaa,-122.34,47.603,0.786778963,0.073294534
seaveyisland_usa_noaa,-70.742,43.08,0.605929457,0.086140183
sedili_324a_malaysia_uhslc,104.11,1.9317,0.560222202,0.07086797
seldovia_usa_noaa,-151.72,59.44,0.764446254,0.09951461
sete_france_med_refmar,3.6991,43.398,0.790085512,0.066884637
settlement_point_b_257b_bahamas_uhslc,-78.997,26.71,0.476506317,0.048598697
"seward_c,ak_560c_usa_uhslc",-149.43,60.12,0.802870402,0.089967454
"sewellspoint,hamptonroads_usa_noaa",-76.33,36.947,0.780257423,0.10253133
shanwei_641a_china_uhslc,115.35,22.75,0.754590139,0.084186276
sheerness_p015_uk_bodc,0.74306,51.442,0.656407052,0.174177737
shijiusuo_642a_china_uhslc,119.55,35.383,0.667654863,0.109703631
shimizuminato_japan_jma,138.52,35.017,0.639136865,0.065171414
shimokita_japan_jma,141.23,41.367,0.729213448,0.053738564
shimonoseki_japan_jma,130.93,33.933,0.619834622,0.058470994
shirahama_japan_jma,135.38,33.683,0.569508664,0.073707024
sibolga_b_122b_indonesia_uhslc,98.767,1.75,0.285205099,0.064573833
"siboney,cuba_001_glossdm_bodc",-82.472,23.092,0.376905053,0.120680773
simon_s_town_221a_south_africa_uhslc,18.433,-34.183,0.712506577,0.060760296
simrishamn_017_sweden_smhi,14.358,55.557,0.574882279,0.128640003
"sisimiut,greenland_001_glossdm_bodc",-53.667,66.933,0.660256695,0.094508558
"sitka,ak_559a_usa_uhslc",-135.34,57.052,0.792254875,0.082646168
skagsudde_018_sweden_smhi,19.012,63.191,0.552372864,0.130937462
skagway_usa_noaa,-135.33,59.45,0.760806831,0.104822056
skanor_019_sweden_smhi,12.829,55.417,0.550683322,0.144854273
smogen_020_sweden_smhi,11.218,58.354,0.803390182,0.109338564
socorro_090a_mexico_uhslc,-111.02,18.733,0.356238241,0.081061271
solenzara_france_med_refmar,9.4038,41.857,0.71277026,0.054469925
solomonsisland_biol.lab.__usa_noaa,-76.452,38.317,0.758028371,0.088631419
"southcaicos,u.k._001_glossdm_bodc",-72,22,0.472421111,0.144033325
"south_beach,or_592a_usa_uhslc",-124.04,44.625,0.795667063,0.083017294
south_caicos_720a_uk_uhslc,-71.533,21.483,0.54536655,0.104312022
"south_pass,_la_764a_usa_uhslc",-89.14,28.99,0.661639869,0.072811587
spikarna_021_sweden_smhi,17.531,62.363,0.568798471,0.126885216
split_spli_croatia_eseas,16.442,43.507,0.565854297,0.097797083
springmaidpier_usa_noaa,-78.918,33.655,0.701194936,0.091908365
spring_bay_335a_australia_uhslc,147.93,-42.55,0.839267772,0.058538551
"st.croix,_akalimetreebay__001_glossdm_bodc",-64.753,17.697,0.296142555,0.036204431
"st.johns,nf_00905_canada_meds",-52.717,47.567,0.673302286,0.10062287
st.paulisland_001_glossdm_bodc,77.583,-38.717,0.682024147,0.067796712
st.petersburg_usa_noaa,-82.627,27.761,0.761012385,0.073761722
"st._augustine,fl_262a_usa_uhslc",-81.262,29.857,0.724195798,0.091150682
st._helena_292a_united_kingdom_uhslc,-5.7167,-15.917,0.260600274,0.022614677
st._john_s_b_276b_canada_uhslc,-52.7,47.567,0.722043245,0.095460796
"st._petersburg,_fl_759a_usa_uhslc",-82.627,27.76,0.757524157,0.074086805
stanley_uk_noc,-57.821,-51.692,0.809252682,0.063515947
stenungsund_022_sweden_smhi,11.832,58.093,0.796360578,0.122320501
"steveston,bc_07607_canada_meds",-123.18,49.125,0.631638545,0.106376359
sthelena_uk_noc,-5.7178,-15.921,0.259191961,0.022634789
sthelier_p074_uk_bodc,-2.1167,49.183,0.758734327,0.098849973
stmarys_p231_uk_bodc,-6.3164,49.918,0.807610025,0.070512211
stockholm_826a_sweden_uhslc,18.082,59.324,0.510867439,0.117431902
stornoway_p042_uk_bodc,-6.3882,58.208,0.818601293,0.095086439
suape_710a_brazil_uhslc,-34.95,-8.35,0.343199976,0.080332359
subic_bay_382a_philippines_uhslc,120.25,14.765,0.479670519,0.035481976
sumoto_japan_jma,134.9,34.35,0.600990967,0.072526119
surabaya_160a_indonesia_uhslc,112.72,-7.2083,0.243010494,0.099533123
"suva,fiji_001_glossdm_bodc",178.43,-18.132,0.501543833,0.042834256
"syowa,_antarctica_127a_japan_uhslc",39.6,-69,0.655394163,0.07064709
takamatsu_japan_jma,134.05,34.35,0.612002454,0.07171947
takoradi_c_231c_ghana_uhslc,-1.75,4.8833,0.201818643,0.050373884
talara_b_092b_peru_uhslc,-81.282,-4.5817,0.164100476,0.063468497
tanegashima_japan_jma,130.97,30.467,0.58061571,0.068894163
tanjong_pagar_699a_singapore_uhslc,103.85,1.2617,0.464473523,0.063265156
tannowa_japan_jma,135.18,34.333,0.596617075,0.072851874
taranaki_076a_new_zealand_uhslc,174.03,-39.05,0.82826102,0.059914482
taranto_taranto_italy_idromare,17.225,40.475,0.655654148,0.065699867
"tarawa_c_betio_,kiribati_001_glossdm_bodc",172.94,1.3583,0.239170897,0.044506323
tarifa_tari_spain_ieo,-5.6,36,0.634244968,0.060387463
tauranga_073a_new_zealand_uhslc,176.18,-37.65,0.797234519,0.047715164
tawau_385a_malaysia_uhslc,117.88,4.2333,0.210387502,0.045392896
teknaf_137a_bangladesh_uhslc,92.3,20.883,0.577403551,0.100821582
"telchac,_yuk._862a_mexico_uhslc",-89.308,21.34,0.58259482,0.07137442
tenerife_tenerife_spain_pde,-16.24,28.478,0.712400661,0.029038455
termisa_284a_brazil_uhslc,-37.05,-4.8167,0.015215465,0.037984954
thevenard_026_australia_johnhunter,133.65,-32.146,0.807928131,0.12350459
timaru_665a_new_zealand_uhslc,171.25,-44.383,0.804878142,0.07405949
tinian_698a_n._mariana_islands_uhslc,145.62,14.96,0.314665775,0.056783548
tioman_323a_malaysia_uhslc,104.14,2.8067,0.572795254,0.065227505
toba_japan_jma,136.85,34.467,0.623788559,0.075531676
tobermory_p223_uk_bodc,-6.0642,56.623,0.802678675,0.117679735
"tofino,bc_08615_canada_meds",-125.91,49.154,0.641712087,0.102664895
tokyo_japan_jma,139.77,35.65,0.64750779,0.080253666
topolobampo_676a_mexico_uhslc,-109.05,25.6,0.37360413,0.066683327
tosashimizu_japan_jma,132.97,32.783,0.575782863,0.072263236
toulon_france_med_refmar,5.9131,43.117,0.717923207,0.053406618
townsville_025_australia_johnhunter,146.83,-19.25,0.605624399,0.087062882
toyama_japan_jma,137.23,36.767,0.663746812,0.056152742
tregde_006_norway_statkart,7.5666,58,0.75656901,0.089013206
trieste_270061_italy_itt,13.75,45.65,0.771946438,0.089555862
"truk,fed.micronesia_001_glossdm_bodc",151.85,7.45,0.225898716,0.040885711
tsushima_japan_jma,129.32,34.267,0.537826005,0.0549038
tsushimahitakatsu_japan_jma,129.48,34.65,0.490657785,0.052879372
tumaco_303a_colombia_uhslc,-78.73,1.8167,0.11530387,0.096018445
turku_012_finland_fmi,22.101,60.428,0.590004287,0.130430045
uchiura_japan_jma,138.88,35.017,0.634531043,0.067465071
ullapool_p043_uk_bodc,-5.1579,57.895,0.80980176,0.111195969
unalaska_usa_noaa,-166.54,53.88,0.784167313,0.08128241
uno_japan_jma,133.95,34.483,0.619639536,0.073542255
uragami_japan_jma,135.9,33.567,0.642218115,0.067095777
ushuaia_600a_argentina_uhslc,-68.217,-54.817,0.800220799,0.109924506
uwajima_japan_jma,132.55,33.233,0.56940039,0.064975664
vaasa_013_finland_fmi,21.571,63.081,0.605426993,0.134745734
"valdez,ak_562a_usa_uhslc",-146.36,61.125,0.797096265,0.087916784
valencia_valencia_spain_pde,-0.33,39.46,0.730535636,0.051223477
vallarta_393a_mexico_uhslc,-105.25,20.615,0.312020157,0.065335124
valparaiso_081a_chile_uhslc,-71.633,-33.033,0.373109731,0.048377164
"vancouver,bc_07735_canada_meds",-123.11,49.287,0.668974944,0.09808264
varberg1_024_sweden_smhi,12.217,57.1,0.787932666,0.106613742
"vardo,norway_001_glossdm_bodc",31.1,70.333,0.706486808,0.098837433
venezia_punta_salute_italy_comune_venezia,12.426,45.419,0.766937876,0.085919784
"veracruz_b,ver._250b_mexico_uhslc",-96.133,19.2,0.622579206,0.058673368
vernadsky_a003_uk+ukraine_noc,-64.267,-65.25,0.736949177,0.091351253
victorharbor_027_australia_johnhunter,138.62,-35.553,0.842764982,0.100250767
"victoria,bc_543a_canada_uhslc",-123.37,48.422,0.795785053,0.071819249
"victoriaharbour,bc_07120_canada_meds",-123.37,48.425,0.656871133,0.090116047
victoria_dock_337a_singapore_uhslc,103.82,1.2633,0.4926269,0.062443132
vigo_ieo_spain,-8.7333,42.233,0.772172338,0.070151629
viken_025_sweden_smhi,12.579,56.142,0.794017538,0.111737773
villagarcia_villagarcia_spain_pde,-8.77,42.601,0.791863296,0.072032459
"virginia_key,fl_755a_usa_uhslc",-80.162,25.732,0.484749674,0.063251421
visby_026_sweden_smhi,18.284,57.639,0.499365204,0.109242297
vung_tau_b_383b_vietnam_uhslc,107.07,10.34,0.398375572,0.104406458
wakayama_japan_jma,135.15,34.217,0.586166662,0.073925547
wake_051a_usa_trust_uhslc,166.62,19.283,0.197894031,0.062787469
wakkanai_japan_jma,141.68,45.4,0.759416842,0.061826851
walvis_bay_220a_namibia_uhslc,14.5,-22.95,0.438273429,0.065208946
wanganui_075a_new_zealand_uhslc,174.99,-39.947,0.530110533,0.13183969
washingtondc_usa_noaa,-77.022,38.873,0.699407648,0.131437584
wellington_071a_new_zealand_uhslc,174.78,-41.283,0.80749617,0.057969446
west_port_074a_new_zealand_uhslc,171.6,-41.733,0.682418621,0.096527838
wewak_063a_papua_new_guinea_uhslc,143.63,-3.57,0.485683385,0.033673047
weymouth_p991_uk_bodc,-2.4479,50.608,0.755029826,0.085844712
whitby_p174_uk_bodc,-0.61417,54.49,0.722985447,0.128354435
wick_p035_uk_bodc,-3.0863,58.441,0.823189838,0.090833004
"willapa_bay,_wa_564a_usa_uhslc",-123.97,46.708,0.80905123,0.111075169
willemstad_778a_curacao_uhslc,-68.942,12.103,0.536691819,0.038481484
willetspoint_usa_noaa,-73.782,40.793,0.736780782,0.132941643
williamstown_028_australia_johnhunter,144.9,-37.857,0.839953314,0.075725577
"wilmington,nc_750a_usa_uhslc",-77.953,34.227,0.549052539,0.098387278
wladyslawowo_wlad_poland_eseas,18.419,54.797,0.659195354,0.126128461
"woodislands,pei_01630_canada_meds",-62.7,45.683,0.589869006,0.139070361
"woods_hole,ma_742a_usa_uhslc",-70.672,41.523,0.736157766,0.087344544
workington_p217_uk_bodc,-3.5676,54.651,0.784253752,0.14845026
wyndham_029_australia_johnhunter,149.65,-36.929,0.149324602,0.108507968
wyndham_165a_australia_uhslc,128.1,-15.453,0.370617661,0.099478486
xiamen_376a_china_uhslc,118.07,24.45,0.800064648,0.105283888
"yabucoa_harbor,_pr_734a_usa_uhslc",-65.832,18.055,0.363095906,0.029758717
yakutat_usa_noaa,-139.74,59.548,0.788644948,0.094332397
yap_b_008b_fd._st._micronesia_uhslc,138.13,9.5167,0.244883627,0.048985862
"yarmouth,ns_00365_canada_meds",-66.117,43.833,0.56649898,0.105183975
yavaros_677a_mexico_uhslc,-109.51,26.703,0.341986402,0.065924903
yokohama_japan_jma,139.63,35.467,0.642937062,0.068778875
yonaguni_japan_jma,122.95,24.45,0.496005762,0.06484255
ystad_027_sweden_smhi,13.817,55.417,0.579320017,0.133549535
zanzibar_151a_tanzania_uhslc,39.19,-6.155,0.262805026,0.038406322
zhapo_a_635a_china_uhslc,111.83,21.583,0.727661702,0.096437402
